n,group,rho1,rho2,deff,Ffull_over_FQ,circuits
6,generic,0.9584423947928692,0.993349759116087,46.13012813894574,0.48854432197483555,18
6,U1,2.076641288411444,1.1863435622475895,9.524004331681803,0.4744458092702486,12
8,generic,0.9312581004324867,0.9729362516208673,136.07017746171744,0.48965253415823135,18
8,U1,4.224421578507845,1.8952186741761958,16.96945416081992,0.47851388889905166,12
10,generic,0.9260892518312845,0.9643611002741497,351.5750356867395,0.4918924407962092,18
10,U1,9.824011054652207,3.6073510681485135,27.48621439899769,0.46995160374382117,12
